Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
25,35.41,28.33,35.00,32.72,100.00,0
50,36.08,29.05,35.62,33.17,100.00,0
75,36.73,30.03,36.21,33.63,100.00,0
Time (sec),Frame (ms), GT (ms), RT (ms), GPU (ms),DynRes,Context
0.00,38.12,28.95,37.59,0.00,100.00,0
0.04,34.52,29.88,34.03,32.86,100.00,0
0.07,34.28,29.72,33.74,31.72,100.00,0
0.11,35.14,28.74,34.75,31.97,100.00,0
0.14,34.96,29.64,34.54,32.49,100.00,0
0.18,34.08,31.26,33.75,31.72,100.00,0
0.21,35.79,29.12,35.15,31.96,100.00,0
0.25,35.90,29.28,35.64,33.07,100.00,0
0.28,37.30,29.40,36.97,33.52,100.00,0
0.32,35.86,28.88,35.09,32.30,100.00,0
0.36,35.67,30.69,35.21,33.08,100.00,0
0.39,34.81,29.30,34.18,32.73,100.00,0
0.43,36.00,31.96,35.48,32.34,100.00,0
0.46,33.41,29.51,33.42,32.49,100.00,0
0.50,36.37,26.89,35.84,32.63,100.00,0
0.53,35.33,29.39,34.75,32.08,100.00,0
0.57,34.49,29.20,33.96,32.26,100.00,0
0.60,32.47,28.35,32.45,31.89,100.00,0
0.63,39.16,27.27,37.92,32.23,100.00,0
0.67,33.83,28.31,33.94,31.45,100.00,0
0.71,35.43,31.27,34.50,31.80,100.00,0
0.74,34.17,31.56,33.89,31.47,100.00,0
0.78,34.34,30.40,33.99,32.22,100.00,0
0.81,33.11,30.13,32.39,31.87,100.00,0
0.84,33.41,24.36,33.14,32.24,100.00,0
0.88,38.03,23.98,37.72,33.08,100.00,0
0.92,36.05,28.83,35.35,32.80,100.00,0
0.95,36.92,29.47,36.54,32.84,100.00,0
0.99,36.51,30.39,36.03,33.24,100.00,0
1.03,35.31,29.16,34.89,33.21,100.00,0
1.06,37.21,29.72,36.71,32.85,100.00,0
1.10,34.43,30.22,33.97,32.53,100.00,0
1.13,36.74,30.30,36.35,32.30,100.00,0
1.17,37.21,37.07,33.87,32.50,100.00,0
1.21,33.86,31.96,36.18,32.60,100.00,0
1.24,34.12,29.69,33.75,32.25,100.00,0
1.27,34.77,30.00,34.48,32.65,100.00,0
1.31,36.42,29.70,35.84,32.56,100.00,0
1.35,32.87,28.38,32.22,31.98,100.00,0
1.38,35.54,30.74,35.39,31.94,100.00,0
1.41,35.92,29.65,35.07,31.91,100.00,0
1.45,35.13,28.58,34.74,32.20,100.00,0
1.48,34.47,28.84,34.16,31.97,100.00,0
1.52,34.72,28.53,33.88,31.68,100.00,0
1.55,33.45,29.04,33.41,31.94,100.00,0
1.59,35.63,27.46,35.21,32.02,100.00,0
1.62,34.66,30.16,33.90,31.94,100.00,0
1.66,35.61,28.88,34.97,31.89,100.00,0
1.69,35.95,30.48,35.64,32.04,100.00,0
1.73,34.90,28.83,34.40,32.58,100.00,0
1.76,36.24,30.41,35.61,32.91,100.00,0
1.80,35.06,28.40,34.74,32.16,100.00,0
1.84,34.32,28.27,33.80,32.14,100.00,0
1.87,34.47,29.46,34.05,31.91,100.00,0
1.90,35.16,28.65,34.12,31.70,100.00,0
1.94,35.27,29.30,34.74,31.83,100.00,0
1.97,36.18,30.57,35.96,32.37,100.00,0
2.01,35.20,30.67,34.94,32.34,100.00,0
2.05,36.59,29.44,36.18,32.23,100.00,0
2.08,33.82,32.57,33.02,31.70,100.00,0
2.12,32.40,27.60,32.09,32.36,100.00,0
2.15,37.19,26.69,36.54,32.26,100.00,0
2.19,34.10,30.77,33.95,32.20,100.00,0
2.22,35.69,29.19,34.44,32.03,100.00,0
2.26,35.85,33.80,34.82,31.93,100.00,0
2.29,34.64,31.37,34.91,32.80,100.00,0
2.33,33.87,27.64,33.14,33.19,100.00,0
2.36,37.46,25.84,36.76,32.68,100.00,0
2.40,34.40,31.63,33.98,31.73,100.00,0
2.43,34.30,28.82,34.50,32.03,100.00,0
2.47,35.14,28.54,34.52,32.03,100.00,0
2.50,34.17,28.62,33.65,31.72,100.00,0
2.54,36.64,33.66,36.44,32.03,100.00,0
2.57,32.93,29.56,31.93,31.93,100.00,0
2.61,34.94,28.01,34.41,32.25,100.00,0
2.64,37.38,33.24,37.01,32.45,100.00,0
2.68,37.06,28.83,36.69,33.13,100.00,0
2.71,33.96,31.07,33.51,32.05,100.00,0
2.75,36.03,28.17,35.63,32.86,100.00,0
2.78,35.33,28.87,34.86,32.84,100.00,0
2.82,35.40,31.24,35.00,32.58,100.00,0
2.86,36.20,28.49,35.63,32.68,100.00,0
2.89,35.80,27.50,35.14,32.65,100.00,0
2.93,35.36,28.95,34.97,32.53,100.00,0
2.96,34.70,30.34,34.43,32.28,100.00,0
3.00,36.37,29.65,36.06,32.93,100.00,0
3.03,35.67,28.86,35.15,32.53,100.00,0
3.07,35.84,29.80,34.92,32.84,100.00,0
3.11,35.17,29.34,35.09,32.57,100.00,0
3.14,35.42,33.65,34.88,32.31,100.00,0
3.18,34.99,30.40,34.13,32.34,100.00,0
3.21,35.21,28.55,34.73,31.83,100.00,0
3.25,35.72,29.85,35.34,32.37,100.00,0
3.28,36.31,29.67,35.29,32.53,100.00,0
3.32,36.63,29.81,36.25,32.80,100.00,0
3.35,35.29,33.01,34.60,32.88,100.00,0
3.39,35.25,30.64,35.05,32.80,100.00,0
3.43,35.15,30.26,34.78,32.41,100.00,0
3.46,34.62,32.27,34.16,32.09,100.00,0
3.50,34.04,30.42,33.64,31.59,100.00,0
3.53,35.23,29.52,34.62,32.48,100.00,0
3.56,34.75,32.74,34.36,31.70,100.00,0
3.60,35.26,28.55,34.80,32.16,100.00,0
3.63,35.75,30.08,35.30,32.47,100.00,0
3.67,36.83,29.18,35.69,32.99,100.00,0
3.71,35.28,29.86,35.16,32.37,100.00,0
3.74,35.38,28.14,35.20,32.97,100.00,0
3.78,34.72,27.72,34.22,32.33,100.00,0
3.81,35.71,29.84,35.07,32.46,100.00,0
